drug_id,ema_code,name,manufacturer
1876,EMA-001876,Fucidin,Leo Pharmaceutical Hellas S.A.
1877,EMA-001877,Fucidin H,Leo Pharmaceutical Hellas S.A.
1878,EMA-001878,Fucidin®,Leo Pharmaceutical Hellas S.A.
1879,EMA-001879,Fucithalmic,Amdipharm Limited
1880,EMA-001880,Fudesix,Help Abee
1881,EMA-001881,Fugentin,Elpen Pharmaceutical Co. Inc.
1882,EMA-001882,Fulvestrant Accord,Accord Healthcare S.L.U.
1883,EMA-001883,Fulvestrant Demo,Demo Abee
1884,EMA-001884,Fulvestrant Innovis,Innovis Pharma
1885,EMA-001885,Funadel,Libytec Pharmaceutical S.A.
1886,EMA-001886,Fungiderm 1% W/W Κρέμα,Nestoras Vlachos Pc Epsilon Health
1887,EMA-001887,Fungistat,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
1888,EMA-001888,Fungistat,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
1889,EMA-001889,Fungizor,Vocate Φαρμακευτικη Αε
1890,EMA-001890,Fungo,Verisfield S.M.S.A
1891,EMA-001891,Fungofort,Nassington Ltd
1892,EMA-001892,Fungoral,Karo Healthcare Ab
1893,EMA-001893,Fungospor,Cooper Pharmaceuticals S.A.
1894,EMA-001894,Fungospor,Cooper Pharmaceuticals S.A.
1895,EMA-001895,Fungram,Lab.Newmed Pharmaceuticals Ltd
1896,EMA-001896,Fungustatin,Pfizer Hellas A.E.
1897,EMA-001897,Fungustatin,Pfizer Hellas A.E.
1898,EMA-001898,Funzoren,Vocate Φαρμακευτικη Αε
1899,EMA-001899,Furolin,Iasis Pharma
1900,EMA-001900,Fusidic Target,Target Pharma Single Member Private Ltd
1901,EMA-001901,Fusidic Αcid Promopharma,Promopharma S.A.
1902,EMA-001902,Fusindac,Viofar Ltd
1903,EMA-001903,Fusindac-H,Viofar Ltd
1904,EMA-001904,Fuxilidin,Viofar Ltd
1905,EMA-001905,Fylacia,Elpen Pharmaceutical Co. Inc.
1906,EMA-001906,Fylepsia,Elpen Pharmaceutical Co. Inc.
1907,EMA-001907,Fynzur Για Άνδρεσ,Polichem S.A.
1908,EMA-001908,Fyremadel,Sun Pharmaceutical Industries Europe B.V.
1909,EMA-001909,Fyronexe,Sandoz Gmbh
1910,EMA-001910,Fyronexe Plus,Sandoz Gmbh
1911,EMA-001911,Fysiofer,Itf Hellas S.A.
1912,EMA-001912,Fysiofol,Itf Hellas S.A.
1913,EMA-001913,Fοrcap® 12mcg/Dose,Vianex S.A.
1914,EMA-001914,Ga-67-Mm-1,Cis Bio International
1915,EMA-001915,Gabantin,Iasis Pharma
1916,EMA-001916,Gabental,Vian S.A.
1917,EMA-001917,Gadovist,Bayer Hellas Sa
1918,EMA-001918,Gaduar,"Zentiva, K.S."
1919,EMA-001919,Galantamine Pharmathen,Pharmathen S.A.
1920,EMA-001920,Galanyl,Viofar Ltd
1921,EMA-001921,Galebiron,Vita Longa Pc
1922,EMA-001922,Galli Ad,Ire Elit
1923,EMA-001923,Gallium (67ga) Citrate Curium Netherlands,Curium Netherlands B.V.
1924,EMA-001924,Galopran,Galenus Pharmaceuticals Sa
1925,EMA-001925,Galopran,Galenus Pharmaceuticals Sa
1926,EMA-001926,Galya,Pharmathen S.A.
1927,EMA-001927,Gaminex,Demo Abee
1928,EMA-001928,Gancilen,Vocate Φαρμακευτικη Αε
1929,EMA-001929,Gantil,Elpen Pharmaceutical Co. Inc.
1930,EMA-001930,Garapepsin,Farmellas Enterprises Ltd
1931,EMA-001931,Gardenal,Atnahs Pharma Netherlands B.V.
1932,EMA-001932,Gardenal,Atnahs Pharma Uk Limited
1933,EMA-001933,Gastrografin,Bayer Hellas Sa
1934,EMA-001934,Gastrol 40,Farmellas Enterprises Ltd
1935,EMA-001935,Gastronorm,Lapapharm S.A.
1936,EMA-001936,Gaviscon,Reckitt Benckiser Hellas Healthcare Sa
1937,EMA-001937,Gaviscon,Reckitt Benckiser Hellas Healthcare Sa
1938,EMA-001938,Gaviscon  Double Action,Reckitt Benckiser Hellas Healthcare Sa
1939,EMA-001939,Gaviscon Advance,Reckitt Benckiser Hellas Healthcare Sa
1940,EMA-001940,Gaviscon Double Action,Reckitt Benckiser Hellas Healthcare Sa
1941,EMA-001941,Gaviscon Peppermint,Reckitt Benckiser Hellas Healthcare Sa
1942,EMA-001942,Gaviscon Strawberry,Reckitt Benckiser Hellas Healthcare Sa
1943,EMA-001943,Gaviscon-L,Reckitt Benckiser Hellas Healthcare Sa
1944,EMA-001944,G-Dil,Gap S.A.
1945,EMA-001945,Gedafug,Nassington Ltd
1946,EMA-001946,Gefitinib Faran,Faran S.A.
1947,EMA-001947,Gefitinib Genepharm,Genepharm S.A.
1948,EMA-001948,Gefitinib Innovis,Innovis Pharma
1949,EMA-001949,Gelistrol,Itf Hellas S.A.
1950,EMA-001950,Gelofusine,Vioser S.A.
1951,EMA-001951,Geltim,Laboratoires Thea
1952,EMA-001952,Gemcipen,Aenorasis S.A.
1953,EMA-001953,Gemcitabine Accord,Accord Healthcare S.L.U.
1954,EMA-001954,Gemcitabine Koanaa,Koanaa Healthcare Spain S.L.
1955,EMA-001955,Gemlag,Ariti Sa
1956,EMA-001956,Gemlipid,Farmellas Enterprises Ltd
1957,EMA-001957,Gemnil,Vianex S.A.
1958,EMA-001958,"Gemnil, 38 Mg/Ml",Vianex S.A.
1959,EMA-001959,Gemra,Rafarm Sa.
1960,EMA-001960,Gemra,Rafarm Sa.
1961,EMA-001961,Genement,Genepharm S.A.
1962,EMA-001962,Genotropin,Pfizer Hellas A.E.
1963,EMA-001963,Gentadex,Pharmex S.A.
1964,EMA-001964,Gentadex,Pharmex S.A.
1965,EMA-001965,Gentamicin Cooper,Cooper Pharmaceuticals S.A.
1966,EMA-001966,Genvir,Vocate Φαρμακευτικη Αε
1967,EMA-001967,Geodon,Viatris Hellas Limited
1968,EMA-001968,Geodon,Viatris Hellas Limited
1969,EMA-001969,Geromycin,Pla Pharmaceuticals Sa
1970,EMA-001970,Gerxus,Verisfield S.M.S.A
1971,EMA-001971,Giludop,Pharmaselect International Beteiligungs Gmbh
1972,EMA-001972,Ginolimod,Innovis Pharma
1973,EMA-001973,Ginorectol,Kleva Pharmaceuticals
1974,EMA-001974,Ginorectol,Kleva Pharmaceuticals
1975,EMA-001975,Girem,Verisfield S.M.S.A
1976,EMA-001976,Glatiramer Mylan,Mylan Pharmaceuticals Limited
1977,EMA-001977,Glaucoval,Viofar Ltd
1978,EMA-001978,Glaveral,Help Abee
1979,EMA-001979,Glaveral,Help Abee
1980,EMA-001980,Glepark,Bennett Pharmaceuticals Sa
1981,EMA-001981,Glicerolo Microclismi,Mediplants
1982,EMA-001982,Glicron,Win Medica Sa
1983,EMA-001983,Glidil,Vianex S.A.
1984,EMA-001984,Glimbax,Meditrina Pharmaceuticals Ltd
1985,EMA-001985,Glimerid,Medical Pharmaquality Pharmaceuticals S.A.
1986,EMA-001986,Glipal,Iasis Pharma
1987,EMA-001987,Gliperin,Bennett Pharmaceuticals Sa
1988,EMA-001988,Glitact,Win Medica Sa
1989,EMA-001989,Globel,Bennett Pharmaceuticals Sa
1990,EMA-001990,Glopir,Innovis Pharma
1991,EMA-001991,Glopisine,Vian S.A.
1992,EMA-001992,Glorixone,Medicus A.E
1993,EMA-001993,Glorixone,Medicus A.E
1994,EMA-001994,Gloryfen,Help Abee
1995,EMA-001995,Glucagen,Novo Nordisk Hellas Ltd.
1996,EMA-001996,Glucagen Hypokit,Novo Nordisk Hellas Ltd.
1997,EMA-001997,Glucasulf,Kleva Pharmaceuticals
1998,EMA-001998,Glucofer,"Adipharm Sole Shareholder Co., Ltd"
1999,EMA-001999,Glucoformin,Medicair Bioscience Laboratories Cy Ltd
2000,EMA-002000,Glucofree,Iasis Pharma
2001,EMA-002001,Glucophage,Petsiavas S.A. - Industrial And Commercial Enterprises
2002,EMA-002002,Glucoplus,Iasis Pharma
2003,EMA-002003,Glucosamil,Verisfield S.M.S.A
2004,EMA-002004,Glucosamil,Verisfield S.M.S.A
2005,EMA-002005,Glucosamil,Verisfield S.M.S.A
2006,EMA-002006,Glucose (Viaflo) Baxter,Baxter Hellas
2007,EMA-002007,Glucose Baxter,Baxter Hellas
2008,EMA-002008,Glucositin,Medicair Bioscience Laboratories Ανωνυμη Φαρμακευτικη Εταιρεια
2009,EMA-002009,Glucostop,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
2010,EMA-002010,Glukotral,Velka Hellas S.A.
2011,EMA-002011,Gluminal,Vocate Φαρμακευτικη Αε
2012,EMA-002012,Gluminal,Vocate Φαρμακευτικη Αε
2013,EMA-002013,Glusamon,Venifar Ltd
2014,EMA-002014,Glusamon,Venifar Ltd
2015,EMA-002015,Glusod,Medochemie Hellas Sa
2016,EMA-002016,Glutamol,Demo Abee
2017,EMA-002017,Gluvedus,Verisfield S.M.S.A
2018,EMA-002018,Glycofren,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
2019,EMA-002019,Glycophos,Fresenius Kabi Hellas Single Member S.A.
2020,EMA-002020,Glycopyrronium Verisfield,Verisfield S.M.S.A
2021,EMA-002021,Glypressin,Ferring Hellas Mepe
2022,EMA-002022,Gnostormon,Bros Ltd
2023,EMA-002023,Golasan,Sja Pharm Ltd
2024,EMA-002024,Goldamit,Panagiotis Leon & Co
2025,EMA-002025,Goldamycin,Panagiotis Leon & Co
2026,EMA-002026,Goldastatin,Panagiotis Leon & Co
2027,EMA-002027,Gonif,Kleva Pharmaceuticals
2028,EMA-002028,Gonilert,Verisfield S.M.S.A
2029,EMA-002029,Gopain,Elpen Pharmaceutical Co. Inc.
2030,EMA-002030,Gopain Paed,Elpen Pharmaceutical Co. Inc.
2031,EMA-002031,Gracial,Aspen Pharma Trading Limited
2032,EMA-002032,Gramenox,Medicina Pharmaceuticals S.A.
2033,EMA-002033,Granelock,Galenica Sa
2034,EMA-002034,Granitron,Verisfield S.M.S.A
2035,EMA-002035,Granitron,Verisfield S.M.S.A
2036,EMA-002036,Grapera,Tikun Olam Greece S.A.
2037,EMA-002037,Grapes And Cr,Tikun Olam Greece S.A.
2038,EMA-002038,Gremer,Medical Pharmaquality Pharmaceuticals S.A.
2039,EMA-002039,Grenis-Cipro,Genepharm S.A.
2040,EMA-002040,Gribero,Sandoz Pharmaceuticals D.D.
2041,EMA-002041,Gripomed,Bausch Health Ireland Limited
2042,EMA-002042,Gritse,Nassington Ltd
2043,EMA-002043,Gritse Forte,Nassington Ltd
2044,EMA-002044,Grosera,Medical Pharmaquality Pharmaceuticals S.A.
2045,EMA-002045,Growart,Pharmex S.A.
2046,EMA-002046,Gurdatol,Sandoz Pharmaceuticals D.D.
2047,EMA-002047,Gynalven,Itf Hellas S.A.
2048,EMA-002048,Gynosant,Target Pharma Single Member Private Ltd
2049,EMA-002049,Gynosant,Target Pharma Single Member Private Ltd
2050,EMA-002050,Gyno-Tardyferon,Pierre Fabre Farmaka Sa
2051,EMA-002051,Habitek,Sja Pharm Ltd
2052,EMA-002052,Hadlinol,Help Abee
2053,EMA-002053,Haemate P,Csl Behring E.P.E.
2054,EMA-002054,Haemate P,Csl Behring E.P.E.
2055,EMA-002055,Haemoctin,Biotest Pharma Gmbh
2056,EMA-002056,Hairway,Gabriel Health
2057,EMA-002057,Hairway,Gabriel Health
2058,EMA-002058,Haliver,Velka Hellas S.A.
2059,EMA-002059,Hamiltosin,Rafarm Sa.
2060,EMA-002060,Hania,Verisfield S.M.S.A
2061,EMA-002061,Havetra,Chemi S.P.A.
2062,EMA-002062,Havrix,Glaxosmithkline Single Member A.E.B.E.
2063,EMA-002063,Havrix,Glaxosmithkline Single Member A.E.B.E.
2064,EMA-002064,Havrix,Glaxosmithkline Single Member A.E.B.E.
2065,EMA-002065,Hdf 501/Bic,Nephrodynamic Hellas S.A.
2066,EMA-002066,Hedimal,Provident Pharmaceuticals Ltd
2067,EMA-002067,Helides,"Zentiva, K.S."
2068,EMA-002068,Helpoderm,Help Abee
2069,EMA-002069,Helporal,Medicus A.E
2070,EMA-002070,Helporigin,Help Abee
2071,EMA-002071,Helposol,Logiscoop Pansyfa. Aee
2072,EMA-002072,Helposol,Logiscoop Pansyfa. Aee
2073,EMA-002073,Helposper,Help Abee
2074,EMA-002074,Hemafer,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
2075,EMA-002075,Hemafer,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
2076,EMA-002076,Hemafer Fol,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
2077,EMA-002077,Hemafer-S,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
2078,EMA-002078,Hemocinol,Elpen Pharmaceutical Co. Inc.
2079,EMA-002079,Hemorrocort,Demo Abee
2080,EMA-002080,Hemosol B0,Vantive Belgium
2081,EMA-002081,Heparin/Leo,Leo Pharmaceutical Hellas S.A.
2082,EMA-002082,Hepatect Cp,Biotest Pharma Gmbh
2083,EMA-002083,Herponil,Help Abee
2084,EMA-002084,Herpαden,Nassington Ltd
2085,EMA-002085,Hevascol,Guerbet
2086,EMA-002086,Hevronaz,Rafarm Sa.
2087,EMA-002087,Hexacough Warm Honey & Lemon,Johnson & Johnson Hellas Consumer Ae
2088,EMA-002088,Hexaflu Day & Night,Johnson & Johnson Hellas Consumer Ae
2089,EMA-002089,Hexalen,Johnson & Johnson Hellas Consumer Ae
2090,EMA-002090,Hexaquin,Demo Abee
2091,EMA-002091,Hexarhinal,Johnson & Johnson Hellas Consumer Ae
2092,EMA-002092,Hexarhinal Plus,Johnson & Johnson Hellas Consumer Ae
2093,EMA-002093,Hexarhinal Plus Kids,Johnson & Johnson Hellas Consumer Ae
2094,EMA-002094,Hexvix,Photocure Asa
2095,EMA-002095,Hidrasec,"Ferrer Internacional, S.A."
2096,EMA-002096,Hidrasec Για Βρεφη,"Ferrer Internacional, S.A."
2097,EMA-002097,Hidrasec Για Παιδια,"Ferrer Internacional, S.A."
2098,EMA-002098,Hidroferol,"Faes Farma, S.A."
2099,EMA-002099,Hipnosedon,Farmasyn S.A.
2100,EMA-002100,Hiremon,Demo Abee
2101,EMA-002101,Histafren,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
2102,EMA-002102,Hobatstress,Target Pharma Single Member Private Ltd
2103,EMA-002103,Hoggar Night,Stada Arzneimittel Ag
2104,EMA-002104,Holestatin,Demo Abee
2105,EMA-002105,Holoxan,Baxter Hellas
2106,EMA-002106,Homepen,Anfarm Hellas Sa
2107,EMA-002107,Horestyl,Kleva Pharmaceuticals
